id,name,type,parent_id
"COMF-1156","StraightLine","Commercial Family","PROF-NROADLUM"
"COMF-1003","Triangel","Commercial Family","PROF-NROADLUM"
"COMF-1253","UrbanSky","Commercial Family","PROF-NROADLUM"
"COMF-3311","Osiris","Commercial Family","PROF-NROADLUM"
"COMF-1923","Napoleon n° 3, portée","Commercial Family","PROF-NROADLUM"
"COMF-1166","Metronomis LED Torch","Commercial Family","PROF-NROADLUM"
"COMF-1954","Napoleon n° 3, façade","Commercial Family","PROF-NROADLUM"
"COMF-1159","CitySpirit gen2 Torch LED","Commercial Family","PROF-NROADLUM"
"COMF-1163","CitySpirit gen2 Cone LED","Commercial Family","PROF-NROADLUM"
"COMF-4712","CitySpirit Street","Commercial Family","PROF-NROADLUM"
"COMF-13263","Disq","Commercial Family","PROF-NROADLUM"
"COMF-1227","ParkView LED","Commercial Family","PROF-NROADLUM"
"COMF-1946","Charles n° 3","Commercial Family","PROF-NROADLUM"
"COMF-1307","Metronomis Bilbao","Commercial Family","PROF-NROADLUM"
"COMF-1197","CitySoul LED","Commercial Family","PROF-NROADLUM"
"COMF-1196","CitySoul LED Mini","Commercial Family","PROF-NROADLUM"
"COMF-1304","Metronomis Oslo","Commercial Family","PROF-NROADLUM"
"COMF-1161","CitySpirit gen2 Modern LED","Commercial Family","PROF-NROADLUM"
"COMF-1314","Metronomis Cambridge","Commercial Family","PROF-NROADLUM"
"COMF-1337","CitySoul CGP431 C","Commercial Family","PROF-NROADLUM"
"COMF-1309","CDS550 C Metronomis","Commercial Family","PROF-NROADLUM"
"COMF-1169","Kegel LED Small","Commercial Family","PROF-NROADLUM"
"COMF-1947","Charles n° 4","Commercial Family","PROF-NROADLUM"
"COMF-3253","Stela+ gen2 Round","Commercial Family","PROF-NROADLUM"
"COMF-1254","FreeStreet","Commercial Family","PROF-NROADLUM"
"COMF-1311","CDS560 C Metronomis","Commercial Family","PROF-NROADLUM"
"COMF-3266","Logo","Commercial Family","PROF-NROADLUM"
"COMF-1939","Grandeville","Commercial Family","PROF-NROADLUM"
"COMF-1855","Mithra","Commercial Family","PROF-NROADLUM"
"COMF-32608","Copenhagen City LED Big","Commercial Family","PROF-NROADLUM"
"COMF-1313","CDS570 C Metronomis","Commercial Family","PROF-NROADLUM"
"COMF-1271","CitySwan Wall","Commercial Family","PROF-NROADLUM"
"COMF-1274","CitySpirit gen2 Wall-mounted LED","Commercial Family","PROF-NROADLUM"
"COMF-3239","Mithra LED","Commercial Family","PROF-NROADLUM"
"COMF-1305","Metronomis Torino","Commercial Family","PROF-NROADLUM"
"COMF-1168","Metronomis LED Fluid","Commercial Family","PROF-NROADLUM"
"COMF-1155","TownGuide Performer","Commercial Family","PROF-NROADLUM"
"COMF-61636","CityCharm Cordoba","Commercial Family","PROF-NROADLUM"
"COMF-1316","Metronomis Bordeaux","Commercial Family","PROF-NROADLUM"
"COMF-1945","Charles n° 2","Commercial Family","PROF-NROADLUM"
"COMF-2782020","Villa LED","Commercial Family","PROF-NROADLUM"
"COMF-3157943","Harmony 1&2 LED","Commercial Family","PROF-NROADLUM"
"COMF-3175517","Harmony Classic LED","Commercial Family","PROF-NROADLUM"
"COMF-3175520","Harmony Classic","Commercial Family","PROF-NROADLUM"
"COMF-3175521","Harmony 1/2 HID","Commercial Family","PROF-NROADLUM"
"COMF-3600385","Thema 2 LED","Commercial Family","PROF-NROADLUM"
"COMF-5784691","Jargeau 400 LED","Commercial Family","PROF-NROADLUM"
"COMF-6483510","StreetSaver gen2","Commercial Family","PROF-NROADLUM"
"COMF-6908325","Smart Post-top G3","Commercial Family","PROF-NROADLUM"
"COMF-6908334","CitySpirit Street LED","Commercial Family","PROF-NROADLUM"
"COMF-6966158","Metronomis 1 LED","Commercial Family","PROF-NROADLUM"
"COMF-6966393","Metronomis 1 Led retrofit kit","Commercial Family","PROF-NROADLUM"
"COMF-6966397","CitySoul LED retrofit kit","Commercial Family","PROF-NROADLUM"
"COMF-7153337","TownTune Central Post-Top DR","Commercial Family","PROF-NROADLUM"
"COMF-7153340","TownTune Central Post-Top DTC","Commercial Family","PROF-NROADLUM"
"COMF-7153374","TownTune Central Post-Top DTD","Commercial Family","PROF-NROADLUM"
"COMF-7153452","TownTune Central Post-Top","Commercial Family","PROF-NROADLUM"
"COMF-7191325","TownTune Asymmetric","Commercial Family","PROF-NROADLUM"
"COMF-7191327","TownTune Asymmetric DR","Commercial Family","PROF-NROADLUM"
"COMF-7191335","TownTune Asymmetric DTC","Commercial Family","PROF-NROADLUM"
"COMF-7191337","TownTune Asymmetric DTD","Commercial Family","PROF-NROADLUM"
"COMF-7191338","TownTune Asymmetric Lyre","Commercial Family","PROF-NROADLUM"
"COMF-7191339","TownTune Asymmetric Lyre DR","Commercial Family","PROF-NROADLUM"
"COMF-7191340","TownTune Asymmetric Lyre DTC","Commercial Family","PROF-NROADLUM"
"COMF-7191341","TownTune Asymmetric Lyre DTD","Commercial Family","PROF-NROADLUM"
"COMF-7275113","UNIUrban","Commercial Family","PROF-NROADLUM"
"COMF-7323035","Copenhagen City gen2 LED small","Commercial Family","PROF-NROADLUM"
"COMF-3310","VivaraZON","Commercial Family","PROF-BOLLARDS"
"COMF-1092","LED Bollard II","Commercial Family","PROF-BOLLARDS"
"COMF-3315","HGS160","Commercial Family","PROF-BOLLARDS"
"COMF-1199","CitySpirit gen2 Bollard LED","Commercial Family","PROF-BOLLARDS"
"COMF-3248","Element Bollard LED","Commercial Family","PROF-BOLLARDS"
"COMF-3249","Ocean Bollard LED","Commercial Family","PROF-BOLLARDS"
"COMF-51850","Linea 165 LED Creation Column","Commercial Family","PROF-NROADLUM"
"COMF-1198","CitySwan Bollard","Commercial Family","PROF-BOLLARDS"
"COMF-51849","Linea 165 LED Column","Commercial Family","PROF-NROADLUM"
"COMF-51848","Linea 165 LED Creation Bollard","Commercial Family","PROF-BOLLARDS"
"COMF-1175","Vivara LED","Commercial Family","PROF-BOLLARDS"
"COMF-3313","Vivara","Commercial Family","PROF-BOLLARDS"
"COMF-3314","CitySpirit gen2 Bollard","Commercial Family","PROF-BOLLARDS"
"COMF-6896033","Coreline Bollard","Commercial Family","PROF-BOLLARDS"
"COMF-7015343","OptiSpace","Commercial Family","PROF-BOLLRDURBAN"
"COMF-1173","FlowStar Medium","Commercial Family","PROF-TUNNEL"
"COMF-61715","TubePoint Core","Commercial Family","PROF-TUNNEL"
"COMF-2384","SRX509","Commercial Family","PROF-TUNNEL"
"COMF-2515","Tunnelite TGX220","Commercial Family","PROF-TUNNEL"
"COMF-3246","Flow LED","Commercial Family","PROF-TUNNEL"
"COMF-3241","FlowLine","Commercial Family","PROF-TUNNEL"
"COMF-1172","FlowStar","Commercial Family","PROF-TUNNEL"
"COMF-61716","TubePoint","Commercial Family","PROF-TUNNEL"
"COMF-2353","Tunnelite SGX320","Commercial Family","PROF-TUNNEL"
"COMF-1117","TunLite LED","Commercial Family","PROF-TUNNEL"
"COMF-2352","Tunnelite SGX220","Commercial Family","PROF-TUNNEL"
"COMF-1174","FlowStar Small","Commercial Family","PROF-TUNNEL"
"COMF-2933245","FlowBase","Commercial Family","PROF-TUNNEL"
"COMF-3067777","TubeLine","Commercial Family","PROF-TUNNEL"
"COMF-7008774","TubePoint gen2","Commercial Family","PROF-TUNNEL"
"COMF-7294521","SmartBright LED Tunnel","Commercial Family","PROF-TUNNEL"
"COMF-3147","Rock","Commercial Family","PROF-ORESID"
"COMF-61695","VAGANZA","Commercial Family","PROF-LIVING"
"COMF-61696","Row","Commercial Family","PROF-LIVING"
"COMF-3164","Quart","Commercial Family","PROF-LIVING"
"COMF-3172","Thermen","Commercial Family","PROF-BATHROOM"
"COMF-3205","RACE","Commercial Family","PROF-LIVING"
"COMF-3180","Lakeport","Commercial Family","PROF-LIVING"
"COMF-3206","PILLAR","Commercial Family","PROF-LIVING"
"COMF-3177","Playful","Commercial Family","PROF-LIVING"
"COMF-3202","Runner","Commercial Family","PROF-LIVING"
"COMF-3207","TEQNO","Commercial Family","PROF-LIVING"
"COMF-61698","Sculptor","Commercial Family","PROF-LIVING"
"COMF-3203","PARTICON","Commercial Family","PROF-LIVING"
"COMF-3166","Spa","Commercial Family","PROF-BATHROOM"
"COMF-3201","FAST","Commercial Family","PROF-LIVING"
"COMF-3163","Candace","Commercial Family","PROF-LIVING"
"COMF-3171","Beach","Commercial Family","PROF-BATHROOM"
"COMF-3165","Nio","Commercial Family","PROF-LIVING"
"COMF-3204","SEQUENCE","Commercial Family","PROF-LIVING"
"COMF-3175","Syon","Commercial Family","PROF-LIVING"
"COMF-3170","Seru","Commercial Family","PROF-BATHROOM"
"COMF-3169","Cool","Commercial Family","PROF-BATHROOM"
"COMF-3176","Being","Commercial Family","PROF-LIVING"
"COMF-3167","Salts","Commercial Family","PROF-BATHROOM"
"COMF-3208","METRYS","Commercial Family","PROF-LIVING"
"COMF-3168","Baume","Commercial Family","PROF-BATHROOM"
"COMF-3194","Fair","Commercial Family","PROF-LIVING"
"COMF-3173","Styla","Commercial Family","PROF-LIVING"
"COMF-3210","UNIVERSA","Commercial Family","PROF-LIVING"
"COMF-3209","Radar","Commercial Family","PROF-LIVING"
"COMF-3226","Fold","Commercial Family","PROF-HOMEOFF"
"COMF-3200","Galax","Commercial Family","PROF-LIVING"
"COMF-61707","TYMPAN","Commercial Family","PROF-LIVING"
"COMF-3187","Vitalise","Commercial Family","PROF-BATHROOM"
"COMF-3181","Fireside","Commercial Family","PROF-LIVING"
"COMF-61701","Ara","Commercial Family","PROF-LIVING"
"COMF-3188","Novum","Commercial Family","PROF-LIVING"
"COMF-3183","Metric","Commercial Family","PROF-LIVING"
"COMF-3182","Milio","Commercial Family","PROF-LIVING"
"COMF-3186","Fit","Commercial Family","PROF-BATHROOM"
"COMF-3179","Pytha","Commercial Family","PROF-LIVING"
"COMF-3185","Hotstone","Commercial Family","PROF-BATHROOM"
"COMF-3190","Darius","Commercial Family","PROF-LIVING"
"COMF-61708","Care","Commercial Family","PROF-BATHROOM"
"COMF-3162","Peace","Commercial Family","PROF-LIVING"
"COMF-3178","Patra","Commercial Family","PROF-LIVING"
"COMF-3189","Dubois","Commercial Family","PROF-LIVING"
"COMF-3192","Amaze","Commercial Family","PROF-LIVING"
"COMF-3198","Merry","Commercial Family","PROF-HOMEOFF"
"COMF-3195","Authentis","Commercial Family","PROF-HOMEOFF"
"COMF-3193","Balance","Commercial Family","PROF-LIVING"
"COMF-3197","Attract","Commercial Family","PROF-HOMEOFF"
"COMF-3196","Glad","Commercial Family","PROF-HOMEOFF"
"COMF-3199","Alive","Commercial Family","PROF-LIVING"
"COMF-3191","Alphar","Commercial Family","PROF-LIVING"
"COMF-3222","Ixion","Commercial Family","PROF-LIVING"
"COMF-61700","Skyon","Commercial Family","PROF-LIVING"
"COMF-3214","Yed","Commercial Family","PROF-LIVING"
"COMF-3218","Bombay square","Commercial Family","PROF-LIVING"
"COMF-3213","Syrma","Commercial Family","PROF-LIVING"
"COMF-3212","Talitha","Commercial Family","PROF-LIVING"
"COMF-3216","Dermos","Commercial Family","PROF-LIVING"
"COMF-61699","Zaia","Commercial Family","PROF-LIVING"
"COMF-3211","Stardust","Commercial Family","PROF-LIVING"
"COMF-3217","Bombay round","Commercial Family","PROF-LIVING"
"COMF-3215","Avior","Commercial Family","PROF-LIVING"
"COMF-3219","Aberdeen","Commercial Family","PROF-LIVING"
"COMF-3224","Wash","Commercial Family","PROF-BATHROOM"
"COMF-3225","Tub","Commercial Family","PROF-BATHROOM"
"COMF-3220","Aquila","Commercial Family","PROF-LIVING"
"COMF-3223","Carnet","Commercial Family","PROF-LIVING"
"COMF-3221","Merope","Commercial Family","PROF-LIVING"
"COMF-3227","Onyx","Commercial Family","PROF-ORESID"
"COMF-3133","Sole","Commercial Family","PROF-ORESID"
"COMF-3144","Timber","Commercial Family","PROF-ORESID"
"COMF-3132","Pebble","Commercial Family","PROF-ORESID"
"COMF-3149","Seedling","Commercial Family","PROF-ORESID"
"COMF-3159","Geo","Commercial Family","PROF-ORESID"
"COMF-3134","Ground","Commercial Family","PROF-ORESID"
"COMF-3156","Path","Commercial Family","PROF-ORESID"
"COMF-3143","Lawn","Commercial Family","PROF-ORESID"
"COMF-3160","Bluesky","Commercial Family","PROF-ORESID"
"COMF-3139","Olive","Commercial Family","PROF-ORESID"
"COMF-3131","Treeline","Commercial Family","PROF-ORESID"
"COMF-3146","Fragrance","Commercial Family","PROF-ORESID"
"COMF-3151","Morningdew","Commercial Family","PROF-ORESID"
"COMF-3152","Flagstone","Commercial Family","PROF-ORESID"
"COMF-61706","Foliage","Commercial Family","PROF-ORESID"
"COMF-3128","Waterfall","Commercial Family","PROF-ORESID"
"COMF-61702","Serene","Commercial Family","PROF-ORESID"
"COMF-3127","Meander","Commercial Family","PROF-ORESID"
"COMF-3148","Patch","Commercial Family","PROF-ORESID"
"COMF-61705","Acres","Commercial Family","PROF-ORESID"
"COMF-3158","Watermill","Commercial Family","PROF-ORESID"
"COMF-61703","Sunlounge","Commercial Family","PROF-ORESID"
"COMF-3138","Orchard","Commercial Family","PROF-ORESID"
"COMF-3154","Fence","Commercial Family","PROF-ORESID"
"COMF-3126","Nightwind","Commercial Family","PROF-ORESID"
"COMF-3136","Pheasant","Commercial Family","PROF-ORESID"
"COMF-3129","Singbird","Commercial Family","PROF-ORESID"
"COMF-3155","Grove","Commercial Family","PROF-ORESID"
"COMF-3153","Birdseye","Commercial Family","PROF-ORESID"
"COMF-3130","Sunkiss","Commercial Family","PROF-ORESID"
"COMF-61704","Tranquility","Commercial Family","PROF-ORESID"
"COMF-3141","Rosebud","Commercial Family","PROF-ORESID"
"COMF-3157","Vine","Commercial Family","PROF-ORESID"
"COMF-3145","Nightingale","Commercial Family","PROF-ORESID"
"COMF-3140","Hazel","Commercial Family","PROF-ORESID"
"COMF-3161","Botanic","Commercial Family","PROF-ORESID"
"COMF-3142","Border","Commercial Family","PROF-ORESID"
"COMF-3124","Riverside","Commercial Family","PROF-ORESID"
"COMF-3137","Flowerbed","Commercial Family","PROF-ORESID"
"COMF-3125","Bamboo","Commercial Family","PROF-ORESID"
"COMF-3121","Dunetop","Commercial Family","PROF-ORESID"
"COMF-3123","Bumblebee","Commercial Family","PROF-ORESID"
"COMF-3135","Hedgerow","Commercial Family","PROF-ORESID"
"COMF-3122","Hare","Commercial Family","PROF-ORESID"
"COMF-3150","Paradise","Commercial Family","PROF-ORESID"
"COMF-3282","Capacitors for HID lamp circuits","Commercial Family","PROF-GE01GCA"
"COMF-2690","Indoor Enclosed (78E)","Commercial Family","PROF-GE01GDEM"
"COMF-3287","HID-High Power ballasts for HPL and HPI lamps","Commercial Family","PROF-GE01GDEM"
"COMF-3345","Core & Coil (71A) MH <gt/> 450W","Commercial Family","PROF-GE01GDEM"
"COMF-1552","HID-HeavyDuty BSN semi-parallel for SON/CDO/MH/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-2035","HID-Basic Gearbox system for SON  (India)","Commercial Family","PROF-GE01GDEM"
"COMF-2679","Core & Coil (71A) MH 175W - 450W","Commercial Family","PROF-GE01GDEM"
"COMF-1598","SDU for regulating systems","Commercial Family","PROF-GE01GCTR PROF-ECOUTLBC"
"COMF-2694","Outdoor Weatherproof (79W)","Commercial Family","PROF-GE01GDEM"
"COMF-3347","Core & Coil (71A) HPS <gt/> 400W","Commercial Family","PROF-GE01GDEM"
"COMF-3348","Core & Coil (71A) HPS <lt/> 200W","Commercial Family","PROF-GE01GDEM"
"COMF-1238","Magnetic ballast Metal Halide HPF External","Commercial Family","PROF-GE01GDEM"
"COMF-2696","Transformers","Commercial Family","PROF-GE01GDEM"
"COMF-2683","Core & Coil (71A) HPS 200W - 400W","Commercial Family","PROF-GE01GDEM"
"COMF-2695","Postline (74P)","Commercial Family","PROF-GE01GDEM"
"COMF-4724","HID step dim ballasts for SON lamps","Commercial Family","PROF-GE01GDEM"
"COMF-1533","HID-Constant wattage BSX for SOX","Commercial Family","PROF-GE01GDEM"
"COMF-3278","HID-Basic Semi-Parallel ballasts for SON/CDM/MH lamps","Commercial Family","PROF-GE01GDEM"
"COMF-2697","Val-U-Pak Plus (77L)","Commercial Family","PROF-GE01GDEM"
"COMF-3346","Core & Coil (71A) MH <lt/> 175W","Commercial Family","PROF-GE01GDEM"
"COMF-1475","HID-Basic BSN/BMH MK4 semi-parallel for SON/CDO/CDM/MH/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-3288","HID-High Power ballasts for MH lamps","Commercial Family","PROF-GE01GDEM"
"COMF-1562","HID-High Power Basic for SON/MH/HPL","Commercial Family","PROF-GE01GDEM"
"COMF-1561","HID-HighPower for SON/MH/HPL/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-3275","HID-Basic Gearbox system for MHN/CDM lamps","Commercial Family","PROF-GE01GDEM"
"COMF-3279","HID-Basic Semi-Parallel Economic ballasts for SON/CDM/MH lamps","Commercial Family","PROF-GE01GDEM"
"COMF-1531","Gear for SDW-T lamps","Commercial Family","PROF-GE01GCTR"
"COMF-1474","HID-Basic BSN/BMH semi-parallel for SON/CDO/CDM/MH/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-1473","HID-Basic BSN/BMH series multi-wattage for SON/CDO/CDM/MH/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-2686","Encapsulated Core & Coil (73B)","Commercial Family","PROF-GE01GDEM"
"COMF-3276","HID-Basic ballasts for HPL and HPI(PLUS) lamps","Commercial Family","PROF-GE01GDEM"
"COMF-2687","F-can (72C)","Commercial Family","PROF-GE01GDEM"
"COMF-1551","HID-HeavyDuty BHL for HPL/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-1467","HID-Basic BHL for HPL/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-2693","Core & Coil (71A) LPS","Commercial Family","PROF-GE01GDEM"
"COMF-1468","HID-Basic BHL MK4 for HPL/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-3289","HID-High Power ballasts for SON/MH lamps","Commercial Family","PROF-GE01GDEM"
"COMF-1553","HID-HeavyDuty BSX for SOX","Commercial Family","PROF-GE01GDEM"
"COMF-1479","HID-Basic BSX for SOX","Commercial Family","PROF-GE01GDEM"
"COMF-3277","HID-Basic Semi-Parallel ballasts for MHN/CDM lamps","Commercial Family","PROF-GE01GDEM"
"COMF-2034","HID-Basic BHL for HPL/HPI (India)","Commercial Family","PROF-GE01GDEM"
"COMF-1476","HID-Basic BSN/BMH series for SON/CDO/MH/HPI","Commercial Family","PROF-GE01GDEM"
"COMF-4706","LED transformer","Commercial Family","PROF-GE01GAH"
"COMF-1831","Primaline Halogen Transformers","Commercial Family","PROF-GE01GAH"
"COMF-1234","Halogen Transformer","Commercial Family","PROF-GE01GAH"
"COMF-3309","Electronic transformers","Commercial Family","PROF-GE01GAH"
"COMF-1829","Certaline Halogen Transformers","Commercial Family","PROF-GE01GAH"
"COMF-3257","Dimmable LED transformer","Commercial Family","PROF-GE01GAH"
"COMF-1828","ET-S transformer","Commercial Family","PROF-GE01GAH"
"COMF-1229","Dimmable halogen transformer","Commercial Family","PROF-GE01GAH"
"COMF-3368973","LED Transformer for LED strip","Commercial Family","PROF-GE01GAH"
"COMF-4620","Standard","Commercial Family","PROF-GE01GFEM"
"COMF-2676","Mark III","Commercial Family","PROF-GE01GFEM"
"COMF-1230","Double Rapid Start Magnetic fluo","Commercial Family","PROF-GE01GFEM"
"COMF-3320","BPL EM ballasts for CFL, PLT, PLS and PLC lamps   (India)","Commercial Family","PROF-GE01GFEM"
"COMF-3300","BTA EM ballasts for TL Fluorescent lamps","Commercial Family","PROF-GE01GFEM"
"COMF-2677","SignPRO","Commercial Family","PROF-GE01GFEF"
"COMF-3301","BT-ALU EM ballasts for TL Fluorescent lamps","Commercial Family","PROF-GE01GFEM"
"COMF-3299","BPL EM ballasts for CFL, PL-T, PL-S and PL-C lamps","Commercial Family","PROF-GE01GFEM"
"COMF-2316","Step Dim controllers for SON lamps","Commercial Family","PROF-GE01GCTR"
"COMF-2019","HID ignitors for MK4 semi-parallel systems","Commercial Family","PROF-GE01GIGN"
"COMF-3316","Electronic digital control ignitor for HID lamp circuits","Commercial Family","PROF-GE01GIGN"
"COMF-3318","Electronic semi-parallel ignitor for HID lamp circuits","Commercial Family","PROF-GE01GIGN"
"COMF-1235","Ignitors","Commercial Family","PROF-GE01GIGN"
"COMF-3319","Electronic series ignitor for HID lamp circuits","Commercial Family","PROF-GE01GIGN"
