id,name,reference,mandatory
"ETIM.V7.EF007947 L","EF007947 - With remote switch connection","",""
"STNDTMPMRK","Temperature Marking","",""
"STEP.ZRCC.CHAR.DECOACC","SAP Decorative accessories","",""
"vocab.assettype.reftype.description","Reference Type Description","",""
"Default Start-date","Default Start-date","",""
"Expiry date","Expiry date","",""
"Default End-date","Default End-date","",""
"STEP.MARM.UMREZ.L02","SAP Numerator - Packs per Layer 02","",""
"FIXLENGTH_MAX","Fixation point length distance (Max)","",""
"ETIM.V7.EF002360 L","EF002360 - Suitable for pointer","",""
"Last modification time","Last modification time","",""
"Status","Status","",""
"Default Lead-time","Default Lead-time","",""
"STEP.MARM.UMREZ.L06","SAP Numerator - Packs per Layer 06","",""
"ETIM.V7.EF008705 L","EF008705 - Surface brushed","",""
"ENERGSAVPR","Energy Saving Product","",""
"STEP.MARM.UMREZ.L01","SAP Numerator - Packs per Layer 01","",""
"PFCEXT","Product family code extension","IF-1187;IF-6965735;IF-1825;IF-3087;IF-1253;IF-1156;IF-32578;PG-6730389;IF-32594;IF-1261;IF-61617;CAT-316024;IF-1020;IF-1824;IF-1024;IF-2028;IF-1154;IF-1615;IF-1188;IF-1149;IF-1262;IF-61686;IF-1155;IF-1022",""
"ETIM.V7.EF006680 L","EF006680 - Suitable for head light truck","",""
"Termslist Priority","Termslist Priority","",""
"SYSDIM","System Dimensions","",""
"ETIM.V7.EF000337 L","EF000337 - Suitable for 19 inch rack mounting","",""
"EXTIPHEIGH_MAX","Height Exhaust Tip T (Max)","",""
"ETIM.V7.EF005748 L","EF005748 - Twisted glass","",""
"Shipping Weight","Shipping Weight","",""
"CONWATTDEV","Constant Wattage Deviation","",""
"STANDBY","Standby Power Losses","",""
"ETIM.V7.EF001352 L","EF001352 - Starter less operation","",""
"STEP.MARM.UMREN.L05","SAP Denominator (L05)","",""
"ETIM.V7.EF004259 A","EF004259 - Type of luminaire","",""
"STEP.MARM.UMREN.L04","SAP Denominator (L04)","",""
"FIXLENGTH_MIN","Fixation point length distance (Min)","",""
"List Price","List Price","",""
"STEP.MARM.UMREN.L06","SAP Denominator (L06)","",""
"FIXLENGTH_NOM","Fixation point length distance (Nom)","",""
"ETIM.V7.EF001018 L","EF001018 - Splitter protection","",""
"vocab.assettype.description","Asset Type Description","",""
"ETIM.V7.EF009624 L","EF009624 - Suitable for medical applications","",""
"STEP.MARM.NTGEW.L05","SAP Net Weight (Layer 05)","",""
"WEEE-MARK","WEEE mark","",""
"PLO-TL-D","Power Loss On TL-D","",""
"STEP.MARM.NTGEW.L06","SAP Net Weight (Layer 06)","",""
"PPFMAIN6K","PPF Maintenance 6000 h","PG-167294",""
"LEAKCURR_NOM","Earth Leakage Current (Nom)","",""
"ECOPP_RCYCLNG_RATE","Recycling rate (at end of life)","",""
"NGR","Number of gear units","","CAT-44366 (Prof. Europe Outdoor Luminaires);PG-44543 (Bollard LED);IF-1226 (Ocean Road LED BRP708);CAT-44365 (Prof. Europe Indoor Luminaires);IF-1253 (ClearFlood BVP650/651);IF-3098 (LumiStreet Small BGP/BGS212/213);PG-44551 (Street lantern LED);PG-44555 (Tunnel or underpass LED);IF-1165 (Vital LED BGP670);IF-1244 (CoreLine Tempo BVP110/120/130)"
"LEAKCURR_MAX","Earth Leakage Current (Max)","",""
"TESTSURGIL","Surge Test Installation Level","",""
"RAPACTFU","Rapid Acting HBC Fuse","",""
"ECOPP_HORTI","Horti-cultural: additional food","",""
"STEP.MARM.UMREN.L07","SAP Denominator (L07)","",""
"STEP.MARM.UMREZ.L03","SAP Numerator - Packs per Layer 03","",""
"HEIC3","Height C3","",""
"INSTALL","Ready-to-install","",""
"Brand Name","Brand Name","",""
"LMAIN40US","Lumen Maintenance - 40% Life","IF-543;IF-538",""
"HEIC4","Height C4","",""
"ECOPP_Eyecomfort","Eyecomfort","",""
"STBLMPOPER","Stable Lamp Operation Temperature","",""
"RCM-MARK","RCM mark","",""
"STEP.MARM.UMREZ.L05","SAP Numerator - Packs per Layer 05","",""
"ECOPP_IncreasedProductivity","Increased productivity","",""
"BEAMSPRD","Luminaire light beam spread","","PG-44551 (Street lantern LED);IF-1253 (ClearFlood BVP650/651);IF-3098 (LumiStreet Small BGP/BGS212/213);PG-44460 (Dust/ water protected LED);PG-44434 (Free standing floor LED);PG-44448 (Surface-mounted LED);IF-3084 (GreenSpace Accent RS340B-RS343B);IF-1226 (Ocean Road LED BRP708);IF-1165 (Vital LED BGP670);PG-44549 (Street lantern conventional);PG-44545 (Road lighting conventional);PG-44430 (Free standing desk LED);PG-44452 (Suspended LED);CAT-44365 (Prof. Europe Indoor Luminaires);PG-44472 (Gridlight LED);PG-44609 (Cleanroom LED);IF-3085 (LuxSpace Accent RS730B-RS752B);PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44464 (High-bay/ low-bay LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1183 (Pentura Mini BN130C-BN133C);PG-44422 (Light-line (with trunking) LED);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-3067804 (DigiStreet BGP760-BGP763);PG-44456 (Wall LED);PG-44480 (Spotlight/ projector LED)"
"ECOPP_MoreSafety","More safety","",""
"LEDSHAPE","Shape","",""
"STEP.MARM.UMREZ.L04","SAP Numerator - Packs per Layer 04","",""
"ROHS-MARK","RoHS mark","","PG-44551 (Street lantern LED);IF-1165 (Vital LED BGP670);PG-44555 (Tunnel or underpass LED);IF-3098 (LumiStreet Small BGP/BGS212/213);PG-44543 (Bollard LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1253 (ClearFlood BVP650/651);CAT-44365 (Prof. Europe Indoor Luminaires);IF-1226 (Ocean Road LED BRP708);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-3066836 (TubeLine BGP360)"
"STEP.ZRCC.CHAR.DUPLICODE","SAP Duplication code","",""
"WAVEL_MIN","Wavelength (Min)","PG-9455",""
"PRT-PLC","Rated Lamp Power On PL-C","",""
"P6","P6","",""
"PRT-CDO","Rated Lamp Power On CDO","",""
"PRODUCTNAMEPRINTHALGLS","Product Name","",""
"PRT-CDM","Rated Lamp Power On CDM","",""
"STEP.ZRCC.CHAR.EL","SAP Emergency lighting","",""
"P7","P7","",""
"SAFBR","Safety bracket","",""
"STEP.ZRCC.CHAR.COATING","SAP Coating","",""
"PLO-CPO","Power Loss On CPO","",""
"LIFEYEAR","Life With 3 Hour Per Day Use","",""
"OPVOLTDC","Normal Operating Voltage (DC)","",""
"DD-02-VALUE","Dim. drawing 02 Value","",""
"STEP.ZRCC.CHAR.FINISH","SAP Finish","",""
"P8","P8","",""
"LUMISTEPDT","Lumistep Dimming Time","",""
"STEP.ZRCC.CHAR.EXPCLS","SAP Explosion hazard class","",""
"PLO-TL5C","Power Loss On TL5C","",""
"STEP.ZRCC.CHAR.EMERGACC","SAP Emergency lighting accessories","",""
"WAVEL_MAX","Wavelength (Max)","PG-9455",""
"TIMRUN90_MIN","Run-Up Time 90% (Min)","",""
"STEP.ZRCC.CHAR.CURRENT","SAP Rated current","",""
"TIMRUN90_NOM","Run-Up Time 90% (Nom)","",""
"STEP.ZRCC.CHAR.KC","SAP Knife connector","",""
"TIMRUN90_MAX","Run-Up Time 90% (Max)","",""
"STEP.ZRCC.CHAR.KOMBI","SAP Kombipack","",""
"STEP.ZRCC.CHAR.FC","SAP Filter coil","",""
"SYSDESCR","Lamp system description","IF-1674;IF-12361;IF-1264;IF-1676;CAT-316024;IF-1903;IF-1928;IF-1675;IF-1672;IF-1882;IF-1315;IF-1622",""
"STEP.ZRCC.CHAR.LAMPFAM2","SAP Lamp family code 2","",""
"STEP.ZRCC.CHAR.INFPL","SAP Infill plate","",""
"LIFE50LUM","Life To 50% Lumen Maintenance","MPG-27444",""
"STEP.ZRCC.CHAR.DLL","SAP Decorative spill-light","",""
"REFLATT","Reflectors","PG-6732347;IF-1601;IF-1599;IF-1263;IF-2627;IF-2344;IF-1590;IF-1015;IF-61626;IF-1607;IF-2347;IF-1264;IF-1672;IF-2622;IF-1597;IF-1594;IF-1598;IF-1596;IF-1581;IF-2374;IF-1593;IF-2335;IF-1031;IF-2375;IF-2339;IF-2372;IF-2377;IF-1587;IF-1595;IF-1600;IF-1592;IF-1580;IF-1591;IF-1017;IF-1018;IF-1676;IF-1589",""
"LAMPFAM2","Lamp family code 2","",""
"PINDIP_MAX","Pin Diameter P (Max)","",""
"vocab.assettype.targetsystems","Target Systems","",""
"ETIMGRP","ETIM Group","",""
"PB4","PB4","",""
"STEP.ZRCC.CHAR.CABLLENGTH","SAP Supply cable length","",""
"vocab.assettype.messagetype","Message Type","",""
"PLA-TL5C","Lamp Power On TL5C","",""
"STEP.ZRCC.CHAR.CE-MARK","SAP CE mark","",""
"STNDQUALIT","Quality Standard","",""
"MOUNTING","Mounting","",""
"PB6","PB6","",""
"STEP.ZRCC.CHAR.AUXLMP","SAP Auxiliary light source","",""
"MOLENGUS_MAX","Overall Length (Max)","",""
"TCASEMAX_NOM","T-Case Maximum (Nom)","",""
"ALLOWWIRTH","Through Wiring Configuration Allowed","",""
"STEP.ZRCC.CHAR.COUNTRY","SAP Country version","",""
"LIGHTSREPL","Light source replaceable","","PG-44460 (Dust/ water protected LED);PG-44579 (Special LED);PG-44567 (Floodlight underwater LED);PG-44468 (Downlight LED);IF-1226 (Ocean Road LED BRP708);IF-1253 (ClearFlood BVP650/651);PG-44440 (Recessed functional LED);PG-44434 (Free standing floor LED);PG-44547 (Road lighting LED);IF-3098 (LumiStreet Small BGP/BGS212/213);PG-44448 (Surface-mounted LED);IF-3084 (GreenSpace Accent RS340B-RS343B);PG-44575 (Security LED);PG-44559 (Floodlight surface LED);PG-44452 (Suspended LED);PG-44476 (Recessed spotlight LED);PG-44555 (Tunnel or underpass LED);PG-44543 (Bollard LED);PG-44430 (Free standing desk LED);IF-1165 (Vital LED BGP670);PG-44571 (Horticulture LED);PG-44609 (Cleanroom LED);PG-44422 (Light-line (with trunking) LED);PG-44583 (Other LED);PG-44472 (Gridlight LED);PG-44551 (Street lantern LED);PG-44563 (Floodlight recessed LED);PG-44464 (High-bay/ low-bay LED);PG-44418 (Batten LED);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1415 (LuxSpace gen2 DN570B-DN572B);PG-44456 (Wall LED);IF-3085 (LuxSpace Accent RS730B-RS752B);IF-1183 (Pentura Mini BN130C-BN133C);PG-44480 (Spotlight/ projector LED)"
"CONWACM","Consumed Watt Per Centimeter","",""
"STEP.ZRCC.CHAR.CONN","SAP Connection","",""
"PB7","PB7","",""
"STEP.ZRCC.CHAR.COLLAMP2","SAP Light source color 2","",""
"PINDIP_MIN","Pin Diameter P (Min)","",""
"Enterprise description","Enterprise description","",""
"TCASEMAX_MAX","T-Case Maximum (Max)","",""
"STEP.ZRCC.CHAR.CLRP","SAP Parts color","",""
"PINDIP_NOM","Pin Diameter P (Nom)","",""
"DEPRUSELIF","Depreciation At Useful Lifetime","IF-548;IF-545",""
"P2","P2","",""
"PRT-PLT","Rated Lamp Power On PL-T","",""
"STEP.ZRCC.CHAR.FIXBOLT","SAP Luminaire fixation bolts","",""
"LCLL_MIN","Light Center Length L (Min)","",""
"DIMMING","Dimming Range","",""
"FIXWIDTH","Fixation point cross distance","",""
"STEP.MARM.UMREN.L01","SAP Denominator (L01)","",""
"LENA3","Length A3","",""
"Attribute Group Order","Attribute Group Order","",""
"NUNIT","Number of units","IF-13280;IF-1025;IF-3115;CAT-316024;IF-1040;IF-32590",""
"STEP.ZRCC.CHAR.CVRACC","SAP Optical cover/lens accessories","",""
"LENA4","Length A4","",""
"P3","P3","",""
"Attribute Group Name","Attribute Group Name","",""
"LENA5","Length A5","",""
"ALLOWWIRTA","Tandem Wiring Configuration Allowed","",""
"STEP.ZRCC.CHAR.FS","SAP Electrical circuit protection","",""
"COUNTRY","Country version","",""
"TYPNBR","Type number","",""
"P4","P4","",""
"STEP.ZRCC.CHAR.GEAR2","SAP Gear 2","",""
"RESISTOR","Resistor","",""
"CABLTYP","Supply cable type","",""
"LENA1","Length A1","",""
"PRT-SOXE","Rated Lamp Power On SOX-E","",""
"PRT-PLS","Rated Lamp Power On PL-S","",""
"P5","P5","",""
"LENA2","Length A2","",""
"STEP.ZRCC.CHAR.FRMCLR","SAP Frame color","",""
"STEP.ZRCC.CHAR.OPTGRP","SAP Optical group","",""
"STEP.ZRCC.CHAR.LDISTR","SAP Light distribution","",""
"CAPINDIAM","Cathode Pin Diameter","",""
"STEP.ZRCC.CHAR.MDEV","SAP Mounting device","",""
"STEP.ZRCC.CHAR.LC","SAP Embedded control","",""
"CABLENTRY","Cable entry point","",""
"STEP.ZRCC.CHAR.MOUNTING","SAP Mounting","",""
"STEP.ZRCC.CHAR.NLP","SAP Number of light sources","",""
"COLINPTERM","Color Input Terminals","",""
"PRT-TL5HT","Rated Lamp Power On TL5 HT","",""
"BULBMAT","Bulb Material","",""
"STEP.ZRCC.CHAR.OPTE","SAP Optical element","",""
"STEP.ZRCC.CHAR.SYSDESCR","SAP Lamp system description","",""
"STEP.ZRCC.CHAR.PCKCONF","SAP Packaging configuration","",""
"STEP.ZRCC.CHAR.LENGTH","SAP Length","",""
"SYSEFF","System Efficacy","",""
"Product Family Table Free Text 4","Product Family Table Free Text 4","",""
"CCC-MARK","CCC mark","",""
"STEP.ZRCC.CHAR.LR","SAP Light regulation","",""
"STEP.ZRCC.CHAR.SYSPOWER","SAP Initial input power","",""
"PRT-CPO","Rated Lamp Power On CPO","",""
"STEP.ZRCC.CHAR.SAFETYDEV","SAP Safety device","",""
"STEP.ZRCC.CHAR.LAMPPOWER","SAP Lamp power","",""
"MINDIMLEV","Minimum Dim Level","",""
"STEP.ZRCC.CHAR.LINEFREQ","SAP Input frequency","",""
"LIHR12PSUS","Life 12-Hr Programstart [Hrs]","",""
"OUTVOLTTOL_MIN","Output Voltage Tolerance (Min)","",""
"STEP.ZRCC.CHAR.RALSTD","SAP Standard RAL color","",""
"OUTVOLTTOL_MAX","Output Voltage Tolerance (Max)","",""
"DEPR8000","UV Depreciation at 8000 h","IF-545",""
"STEP.ZRCC.CHAR.SAFBR","SAP Safety bracket","",""
"STEP.ZRCC.CHAR.MECHACC","SAP Mechanical accessories","",""
"STEP.ZRCC.CHAR.BULBFIN","SAP Bulb finish","",""
"STEP.MARC.ZZPAL01.DESC","SAP Default pallet type 01 desc.","",""
"DEPR5000","UV Depreciation at 5000 h","IF-545",""
"Product Family Table Free Text 3","Product Family Table Free Text 3","",""
"STEP.MARC.ZZPAL02.DESC","SAP Default pallet type 02 desc.","",""
"PSY-CPO","System Power On CPO","",""
"Product Line Owner","Product Line Owner","",""
"PFOIL","Protection foil","",""
"STEP.MVKE.ZZCOMREDT05","Comm. Rel.Date 05","",""
"STEP.ZRCC.CHAR.LINEVOLT","SAP Input voltage","",""
"DEPR2000","UV Depreciation at 2000 h","IF-545",""
"STEP.ZRCC.CHAR.RODLENGTH","SAP Extension rod length","",""
"STEP.ZRCC.CHAR.NAMEEXT","SAP Lamp version","",""
"AUTORSTART","Automatic Restart","",""
"STEP.ZRCC.CHAR.LAMPFAM","SAP Lamp family code","",""
"PSY-CDO","System Power On CDO","",""
"STEP.ZRCC.CHAR.CVR","SAP Optical cover/lens type","",""
"PSY-CDM","System Power On CDM","",""
"FIXLENSUS","Fixation point distance susp.","",""
"NumberRange","NumberRange","",""
"Regular Expression","Regular Expression","",""
"STEP.ZRCC.CHAR.GEOMETRY","SAP Geometry","",""
"STEP.ZRCC.CHAR.LRPERC","SAP Light regulation percentage","",""
"STEP.ZRCC.CHAR.OPT","SAP Optic type","",""
"EBLF_NOM","Emergency Ballast Lumen Factor (EBLF) (Nom)","",""
"URL","URL","",""
"EBLF_MIN","Emergency Ballast Lumen Factor (EBLF) (Min)","",""
"Text","Text","",""
"STEP.ZRCC.CHAR.IGN","SAP Ignitor","",""
"CVRACC","Optical cover/lens type accessory","IF-2509;IF-2664;IF-2662;IF-61626;IF-1413;IF-2347;IF-1590;IF-2504;IF-2622;IF-2692;IF-1576;IF-2633;IF-1567;IF-1033;IF-2626;IF-51792;IF-1057;IF-1583;IF-1378;IF-1672;IF-32585;IF-2518;IF-2377;IF-315122;IF-32586;IF-1602;IF-2587;IF-1264;IF-1457;IF-1603;IF-1017;IF-2625;IF-2505;IF-1028;IF-2567;IF-1416;IF-2510;IF-2586;IF-2344;IF-2529;IF-1004;IF-1415;IF-2568;IF-1015;IF-1574;IF-2628;IF-1032;IF-2623;IF-1565;IF-2606;IF-1031;IF-2569;IF-1265;IF-2339;IF-2693;IF-2428;IF-2547;IF-2694;IF-1601;IF-1268;IF-1592;IF-2517;IF-1914;IF-51769;IF-2576;IF-1903;CAT-316024;IF-2503;IF-1019;IF-1589;IF-2570;IF-1571",""
"STEP.ZRCC.CHAR.CABL","SAP Cable","",""
"COLLAMP2","Light source color 2","",""
"ISO Date","ISO Date","",""
"LEDTECH","Technical Type","",""
"STEP.ZRCC.CHAR.HOUSCONF","SAP Housing configuration","",""
"STEP.ZRCC.CHAR.OPTC","SAP Optic type (outdoor)","",""
"TWINDING_MAX","T-Winding (Max)","",""
"Embedded Number","Embedded Number","",""
"LOV","LOV","",""
"STEP.ZRCC.CHAR.GLAREACC","SAP Glare shielding accessories","",""
"STEP.ZRCC.CHAR.SRGPROT","SAP Surge protection","",""
"OVERHEAT","Overheating Protection","",""
"Numeric Text","Numeric Text","",""
"STEP.ZRCC.CHAR.OPTACC","SAP Optic accessory type","",""
"STEP.ZRCC.CHAR.MAXLMPWR","SAP Maximum lamp power","",""
"STEP.ZRCC.CHAR.LAMPHLDR","SAP Lamp holder","",""
"STEP.ZRCC.CHAR.PFCEXT","SAP Product family code extension","",""
"Number","Number","",""
"Fraction","Fraction","",""
"STEP.ZRCC.CHAR.RAL","SAP RAL color","",""
"STEP.ZRCC.CHAR.LAMPPOWER2","SAP Lamp power 2","",""
"Interger","Interger","",""
"PRT-TL5HO","Rated Lamp Power On TL5 HO","",""
"STEP.ZRCC.CHAR.PHC","SAP Photocell","",""
"STEP.ZRCC.CHAR.MS","SAP Master-slave unit","",""
"B50L70","B50L70","",""
"LEADWIRDIA_MIN","Input Wire Cross Section (Min)","",""
"STEP.ZRCC.CHAR.HOUSCONF2","SAP Housing configuration 2","",""
"STEP.ZRCC.CHAR.OPTCLOSED","SAP IP optical compartment","",""
"COATING","Coating","",""
"STEP.ZRCC.CHAR.CLRGRP","SAP Color group","",""
"BRTYP","Bracket type","","PG-44539 (Pole brackets)"
"STEP.MARC.HERKL02","SAP Country of origin 02","",""
"Pro.Sustain.State","Product Sustainability Statement","",""
"COLCONS","Color Consistency","CAT-9326;MPG-9948","MPG-9948"
"XUCDM.COPY.FK_FG_LP_LAMP_ENVELOPECODE","FG Lamp envelope","",""
"STEP.MVKE.VMSTA03.DESC","SAP X-DChain status (OEM) desc.","",""
"PSY-TL5","System Power On TL5","",""
"STEP.MARC.HERKL05.DESC","SAP Country of origin 05 desc.","",""
"STEP.ZRCC.CHAR.IPV","SAP Ingress protection code","",""
"APPMARK","Approval Marks","",""
"STEP.ZRCC.CHAR.INSTALL","SAP Ready-to-install","",""
"STEP.MVKE.VRKME02.DESC","SAP Sales unit 02 desc.","",""
"Com.Sustain.State","Common Sustainability Statement","",""
"LUMINT_MAX","Luminous Intensity (Max)","IF-542;IF-539;IF-541;IF-568;IF-540;CAT-9326;IF-569;MPG-9856;MPG-9857;IF-547",""
"Product Family Table Topic","Product Family Table Topic","",""
"STNDEMCIMM","EMC Immunity Standard","",""
"STEP.ZRCC.CHAR.CAPBASE","SAP Cap-base","",""
"STEP.MARM.ZPACK.P04.DESC","SAP Packing (Pallet 04) desc.","",""
"STEP.ZRCC.CHAR.CLS","SAP Protection class IEC","",""
"STEP.MARC.HERKL05","SAP Country of origin 05","",""
"PRT-TL5HE","Rated Lamp Power On TL5 HE","",""
"CIRCULARITY","Circularity","",""
"STEP.ZRCC.CHAR.GEAR","SAP Gear","",""
"PLACDMECPO","Lamp Power On CDMe/CPO","",""
"STEP.MARC.HERKL03","SAP Country of origin 03","",""
"FK_FG_LP_LAMP_ENVELOPECODE","FG Lamp envelope","",""
"STEP.MARA.ZZFAMCOD.DESC","Product family code desc.","",""
"OUTCURRTOL_MAX","Output Current Tolerance (Max)","",""
"STEP.ZRCC.CHAR.AIRH","SAP Air-handling","",""
"STEP.MVKE.MVGR303.DESC","SAP Material Group 3 03 desc.","",""
"LUMINT_MIN","Luminous Intensity (Min)","MPG-9856;IF-547;IF-540;IF-541;IF-539;IF-568;IF-542;MPG-9857;CAT-9326;IF-569",""
"STEP.ZRCC.CHAR.AIM","SAP Aiming memory","",""
"LUMINT_NOM","Luminous Intensity (Nom)","IF-539;MPG-9857;IF-547;IF-541;IF-542;IF-571;IF-540;IF-568;MPG-9856;CAT-9326;IF-569","IF-571"
"STEP.MVKE.VKORG.DESC","SAP Sales Org. desc.","",""
"STEP.ZRCC.CHAR.COLLAMP","SAP Light source color","",""
"Product Family Table Free Text 5","Product Family Table Free Text 5","",""
"STEP.ZRCC.CHAR.CMP","SAP Compensation circuit","",""
"STEP.MARA.PRDHA.BU.DESC","SAP Product Hierarchy (Business Unit) desc.","",""
"POWERTOL","Power consumption tolerance","","CAT-44366 (Prof. Europe Outdoor Luminaires);IF-3098 (LumiStreet Small BGP/BGS212/213);IF-3084 (GreenSpace Accent RS340B-RS343B);IF-1165 (Vital LED BGP670);CAT-44365 (Prof. Europe Indoor Luminaires);PG-44551 (Street lantern LED);IF-1226 (Ocean Road LED BRP708);IF-1253 (ClearFlood BVP650/651);IF-1244 (CoreLine Tempo BVP110/120/130);PG-44543 (Bollard LED);PG-44555 (Tunnel or underpass LED)"
"STEP.MVKE.MVGR301.DESC","SAP Material Group 3 01 desc.","",""
"STEP.ZRCC.CHAR.CLRCH","SAP Color choice","",""
"PFT-Remarks FT 3","PFT Remark 3","",""
"STEP.ZRCC.CHAR.ACCMV","SAP Accessories included","",""
"SWITCYCL","Switching Cycle","","MPG-9948 (LED Lamps)"
"CategoryDescription","Category Description","",""
"STEP.ZRCC.CHAR.AMTEMP","SAP Ambient temperature range","",""
"LLMF30000","LLMF 30000 h Rated","IF-536",""
"PRODTYP","Product type","",""
"STEP.MARM.ZZLANGRUOM.L06.DESC","SAP Language group (Layer 06) desc.","",""
"STEP.MARM.ZPACK.P03.DESC","SAP Packing (Pallet 03) desc.","",""
"OUTCURRTOL_MIN","Output Current Tolerance (Min)","",""
"XUCDM.COPY.FK_FG_LP_COLOR_RENDERING","FG Color Rendering","",""
"ASYBEAM","Asymmetric beam angle","FP-929689151502;IF-2050;IF-6963622;IF-1252;IF-1048;IF-1250;IF-2114;IF-2055;IF-1933;IF-1150;IF-1930;CAT-316024;IF-1931",""
"STEP.MARC.ZZPAL01","SAP Default pallet type 01","",""
"Product Family Table Free Text 2","Product Family Table Free Text 2","",""
"CABCAPMAX_NOM","Cable Capacity Wires Device To Lamp (Nom)","",""
"STEP.MARC.ZZPAL03","SAP Default pallet type 03","",""
"STEP.ZRCC.CHAR.WIRING","SAP Internal wiring","",""
"CABCAPMAX_MAX","Cable Capacity Wires Device To Lamp (Max)","",""
"STEP.MARC.ZZPAL02","SAP Default pallet type 02","",""
"STEP.ZRCC.CHAR.TYPDESCR","SAP Type description","",""
"LAMPFOOT","Lamp Footage","",""
"STEP.ZRCC.CHAR.UL-MARK","SAP UL mark","",""
"STEP.MARC.ZZPAL05","SAP Default pallet type 05","",""
"PRT-TL5","Rated Lamp Power On TL5","",""
"STEP.MARC.STAWN03","SAP Comm./imp. code no. (HS code) 03","",""
"STEP.ZRCC.CHAR.TRAFO","SAP Driver/power unit/transformer","",""
"STEP.MARC.STAWN02","SAP Comm./imp. code no. (HS code) 02","",""
"STEP.ZRCC.CHAR.SYSCONF","SAP System configuration","",""
"IPCLASSLUM","IP Classification Luminaire","",""
"STEP.ZRCC.CHAR.BEAMANGLE","SAP Beam angle of light source","",""
"STEP.MARC.ZZPAL03.DESC","SAP Default pallet type 03 desc.","",""
"SRGPROT","Surge Protection (Common/Differential)","","PG-44555 (Tunnel or underpass LED);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-3067804 (DigiStreet BGP760-BGP763);IF-1226 (Ocean Road LED BRP708);IF-1253 (ClearFlood BVP650/651);IF-1244 (CoreLine Tempo BVP110/120/130);IF-3098 (LumiStreet Small BGP/BGS212/213);PG-44551 (Street lantern LED);IF-1165 (Vital LED BGP670);IF-3066836 (TubeLine BGP360)"
"OVVOLTPR280","Overvoltage Protection 380Vac","",""
"STEP.ZRCC.CHAR.TREF","SAP Top reflector","",""
"STEP.MARC.ZZPAL05.DESC","SAP Default pallet type 05 desc.","",""
"STEP.MARC.HERKL01","SAP Country of origin 01","",""
"STEP.ZRCC.CHAR.TRUNKSPOT","SAP Spots on trunking","",""
"LastTranslationApprovalDate","LastTranslationApprovalDate","",""
"STEP.MARC.STAWN05","SAP Comm./imp. code no. (HS code) 05","",""
"STEP.ZRCC.CHAR.TRW","SAP Feed-through wiring","",""
"TEMPDESIGN_MAX","Design Temperature (Max)","",""
"STEP.MARM.UMREZ.SET","SAP Numerator - Packs per Set","",""
"STEP.ZRCC.CHAR.TRUNKLGTH","SAP Trunking length","",""
"TEMPDESIGN_MIN","Design Temperature (Min)","",""
"PLODP-CPO","Power Loss On CPO While Dimming","",""
"STEP.ZRCC.CHAR.COLTEMP","SAP Init. Corr. Color Temperature","",""
"IGNVOLT_MAX","Ignition Voltage (Max)","",""
"STEP.MARC.HERKL03.DESC","SAP Country of origin 03 desc.","",""
"STEP.ZRCC.CHAR.ELECACC","SAP Electrical accessories","",""
"IGNVOLT_MIN","Ignition Voltage (Min)","",""
"STEP.MARC.HERKL02.DESC","SAP Country of origin 02 desc.","",""
"Product Variant Priority","Product Variant Priority","",""
"RESPVOLT","Response Voltage","",""
"STEP.MARC.HERKL01.DESC","SAP Country of origin 01 desc.","",""
"TEMPDESIGN_NOM","Design Temperature (Nom)","",""
"STEP.MARC.STAWN01","SAP Comm./imp. code no. (HS code) 01","",""
"STEP.ZRCC.CHAR.FILTER","SAP Filters and lenses","",""
"COR_CHAR_SSL_GEA_OEM","COR_CHAR_SSL_GEA_OEM","",""
"STEP.MVKE.VMSTD01","SAP Distribution Channel Valid from (Consumer)","",""
"PFT-Dimming FT 1","PFT Dimming Free Text","",""
"COR_CHAR_SSL_GEA_PROF","COR_CHAR_SSL_GEA_PROF","",""
"PFT-Color FT 1","PFT Color Free Text","",""
"COR_CHAR_ACC_PROF","COR_CHAR_ACC_PROF","",""
"STEP.MVKE.VMSTA01","SAP X-DChain status (Consumer)","",""
"TenderTextAttributes_FP","Tender Text Attributes Selection List FP (see help for more information before using)","",""
"COR_CHAR_ACC_OEM","COR_CHAR_ACC_OEM","",""
"COR_CHAR_OUT_ACC_PROF","COR_CHAR_OUT_ACC_PROF","",""
"STEP.MVKE.VMSTA02","SAP X-DChain status (Prof)","",""
